INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182031545,3114,Investigate Property,INVESTIGATE PROPERTY,B3,430,,4/27/2018 12:30,2018,4,Friday,12,Part Three,WOODROW AVE,42.28576084,-71.09030349,"(42.28576084, -71.09030349)"
I182031544,1874,Drug Violation,DRUGS - OTHER,A15,41,,4/27/2018 13:40,2018,4,Friday,13,Part Two,VINE ST,42.37663167,-71.05593196,"(42.37663167, -71.05593196)"
I182031541,3201,Property Lost,PROPERTY - LOST,E5,695,,4/26/2018 15:12,2018,4,Thursday,15,Part Three,CENTRE ST,42.28642835,-71.15427278,"(42.28642835, -71.15427278)"
I182031540,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,B3,469,,4/27/2018 12:54,2018,4,Friday,12,Part Two,WALK HILL ST,42.27791465,-71.09452937,"(42.27791465, -71.09452937)"
I182031539,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,D4,626,,4/27/2018 11:01,2018,4,Friday,11,Part Two,QUEENSBERRY ST,42.34255587,-71.09807867,"(42.34255587, -71.09807867)"
I182031539,2610,Other,TRESPASSING,D4,626,,4/27/2018 11:01,2018,4,Friday,11,Part Two,QUEENSBERRY ST,42.34255587,-71.09807867,"(42.34255587, -71.09807867)"
I182031539,3125,Warrant Arrests,WARRANT ARREST,D4,626,,4/27/2018 11:01,2018,4,Friday,11,Part Three,QUEENSBERRY ST,42.34255587,-71.09807867,"(42.34255587, -71.09807867)"
I182031538,3125,Warrant Arrests,WARRANT ARREST,E13,583,,4/27/2018 11:54,2018,4,Friday,11,Part Three,WALK HILL ST,42.29576369,-71.11594819,"(42.29576369, -71.11594819)"
I182031537,613,Larceny,LARCENY SHOPLIFTING,D4,138,,4/27/2018 12:00,2018,4,Friday,12,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182031536,3115,Investigate Person,INVESTIGATE PERSON,E5,691,,4/27/2018 13:16,2018,4,Friday,13,Part Three,CENTRE ST,42.28709355,-71.14822128,"(42.28709355, -71.14822128)"
I182031533,613,Larceny,LARCENY SHOPLIFTING,A1,66,,4/27/2018 12:34,2018,4,Friday,12,Part One,CHARLES ST,42.35913227,-71.07074326,"(42.35913227, -71.07074326)"
I182031532,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A15,50,,4/7/2018 15:00,2018,4,Saturday,15,Part One,PARKER ST,42.3833514,-71.07894124,"(42.38335140, -71.07894124)"
I182031531,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,521,,4/27/2018 13:00,2018,4,Friday,13,Part Three,HYDE PARK AVE,42.25582051,-71.12411928,"(42.25582051, -71.12411928)"
I182031529,3115,Investigate Person,INVESTIGATE PERSON,A7,902,,4/27/2018 12:09,2018,4,Friday,12,Part Three,MARGINAL ST,42.36728587,-71.04041697,"(42.36728587, -71.04041697)"
I182031528,3125,Warrant Arrests,WARRANT ARREST,, ,,4/27/2018 12:40,2018,4,Friday,12,Part Three,BOWDOIN,-1,-1,"(-1.00000000, -1.00000000)"
I182031526,2647,Other,THREATS TO DO BODILY HARM,C6,915,,4/26/2018 8:00,2018,4,Thursday,8,Part Two,COLUMBIA RD,42.3303689,-71.0486577,"(42.33036890, -71.04865770)"
I182031525,3301,Verbal Disputes,VERBAL DISPUTE,C11,345,,4/27/2018 12:15,2018,4,Friday,12,Part Three,DRAPER ST,42.30287064,-71.06399249,"(42.30287064, -71.06399249)"
I182031524,2610,Other,TRESPASSING,B2,278,,4/27/2018 11:08,2018,4,Friday,11,Part Two,ALBANY ST,42.33076942,-71.07766482,"(42.33076942, -71.07766482)"
I182031523,613,Larceny,LARCENY SHOPLIFTING,B2,280,,4/27/2018 11:48,2018,4,Friday,11,Part One,WARREN ST,42.33048674,-71.08312052,"(42.33048674, -71.08312052)"
I182031522,617,Larceny,LARCENY THEFT FROM BUILDING,D4,620,,4/25/2018 8:00,2018,4,Wednesday,8,Part One,BURBANK ST,42.34430114,-71.0876183,"(42.34430114, -71.08761830)"
I182031520,3125,Warrant Arrests,WARRANT ARREST,, ,,4/27/2018 12:35,2018,4,Friday,12,Part Three,,42.33646617,-71.0770222,"(42.33646617, -71.07702220)"
I182031519,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,334,,4/27/2018 11:38,2018,4,Friday,11,Part Two,CAMERON ST,42.31039358,-71.06399382,"(42.31039358, -71.06399382)"
I182031517,619,Larceny,LARCENY ALL OTHERS,E18,529,,4/27/2018 10:58,2018,4,Friday,10,Part One,W MILTON ST,42.24049963,-71.14262002,"(42.24049963, -71.14262002)"
I182031516,3501,Missing Person Reported,MISSING PERSON,D4,270,,4/26/2018 17:00,2018,4,Thursday,17,Part Three,HARRISON AVE,42.33455374,-71.07560801,"(42.33455374, -71.07560801)"
I182031514,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,71,,4/27/2018 11:50,2018,4,Friday,11,Part One,BEACON ST,42.35740677,-71.06411874,"(42.35740677, -71.06411874)"
I182031513,3110,Police Service Incidents,SERVICE TO OTHER PD OUTSIDE OF MA.,D14,793,,4/23/2018 0:00,2018,4,Monday,24,Part Three,BRAINERD RD,42.34748342,-71.13363158,"(42.34748342, -71.13363158)"
I182031512,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A15,41,,4/27/2018 11:49,2018,4,Friday,11,Part Three,BUNKER HILL ST,42.37707999,-71.05708942,"(42.37707999, -71.05708942)"
I182031510,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,175,,4/27/2018 11:40,2018,4,Friday,11,Part Two,SOUTHAMPTON ST,42.33168201,-71.06798742,"(42.33168201, -71.06798742)"
I182031510,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C6,175,,4/27/2018 11:40,2018,4,Friday,11,Part Two,SOUTHAMPTON ST,42.33168201,-71.06798742,"(42.33168201, -71.06798742)"
I182031509,2005,Offenses Against Child / Family,CHILD ENDANGERMENT,B3,432,,4/26/2018 20:00,2018,4,Thursday,20,Part Two,BALLOU AVE,42.2876304,-71.08067304,"(42.28763040, -71.08067304)"
I182031507,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B2,326,,4/27/2018 11:43,2018,4,Friday,11,Part Two,LAWRENCE AVE,42.31286677,-71.07841587,"(42.31286677, -71.07841587)"
I182031506,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,, ,,4/27/2018 11:30,2018,4,Friday,11,Part One,,42.33646617,-71.0770222,"(42.33646617, -71.07702220)"
I182031505,2905,Violations,VAL - OPERATING WITHOUT LICENSE,E18,482,,4/27/2018 10:42,2018,4,Friday,10,Part Two,EDGEWATER DR,42.26538294,-71.09625992,"(42.26538294, -71.09625992)"
I182031505,1001,Counterfeiting,FORGERY / COUNTERFEITING,E18,482,,4/27/2018 10:42,2018,4,Friday,10,Part Two,EDGEWATER DR,42.26538294,-71.09625992,"(42.26538294, -71.09625992)"
I182031505,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E18,482,,4/27/2018 10:42,2018,4,Friday,10,Part Two,EDGEWATER DR,42.26538294,-71.09625992,"(42.26538294, -71.09625992)"
I182031503,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,333,,4/27/2018 10:12,2018,4,Friday,10,Part One,MOUNT EVERETT ST,42.31013569,-71.0702931,"(42.31013569, -71.07029310)"
I182031502,2647,Other,THREATS TO DO BODILY HARM,C6,174,,4/27/2018 17:01,2018,4,Friday,17,Part Two,DORCHESTER AVE,42.33767954,-71.05715261,"(42.33767954, -71.05715261)"
I182031501,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,, ,,4/27/2018 10:52,2018,4,Friday,10,Part Three,,42.35518935,-71.0633348,"(42.35518935, -71.06333480)"
I182031500,1107,Fraud,FRAUD - IMPERSONATION,B2,282,,4/27/2018 11:36,2018,4,Friday,11,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I182031498,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,458,,4/26/2018 22:00,2018,4,Thursday,22,Part Three,ELLINGTON ST,42.3019742,-71.08383388,"(42.30197420, -71.08383388)"
I182031497,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,905,,4/26/2018 6:00,2018,4,Thursday,6,Part One,MONSIGNOR REYNOLDS WAY,42.34055884,-71.07022771,"(42.34055884, -71.07022771)"
I182031496,3115,Investigate Person,INVESTIGATE PERSON,B2,611,,4/27/2018 10:52,2018,4,Friday,10,Part Three,KEMPTON ST,42.33452184,-71.10774628,"(42.33452184, -71.10774628)"
I182031493,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,794,,4/27/2018 10:34,2018,4,Friday,10,Part Three,GLENVILLE AVE,42.34977988,-71.13423049,"(42.34977988, -71.13423049)"
I182031492,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,336,,4/27/2018 10:41,2018,4,Friday,10,Part Three,BARRY ST,42.30743661,-71.07014859,"(42.30743661, -71.07014859)"
I182031491,2905,Violations,VAL - OPERATING WITHOUT LICENSE,E13,304,,4/27/2018 10:29,2018,4,Friday,10,Part Two,COLUMBUS AVE,42.31893878,-71.09826197,"(42.31893878, -71.09826197)"
I182031491,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E13,304,,4/27/2018 10:29,2018,4,Friday,10,Part Three,COLUMBUS AVE,42.31893878,-71.09826197,"(42.31893878, -71.09826197)"
I182031490,1402,Vandalism,VANDALISM,B2,315,,4/26/2018 15:45,2018,4,Thursday,15,Part Two,CRAWFORD ST,42.31326606,-71.08939926,"(42.31326606, -71.08939926)"
I182031490,2647,Other,THREATS TO DO BODILY HARM,B2,315,,4/26/2018 15:45,2018,4,Thursday,15,Part Two,CRAWFORD ST,42.31326606,-71.08939926,"(42.31326606, -71.08939926)"
I182031489,3201,Property Lost,PROPERTY - LOST,A7,20,,4/27/2018 11:00,2018,4,Friday,11,Part Three,BENNINGTON ST,42.37803936,-71.0304617,"(42.37803936, -71.03046170)"
I182031488,1001,Counterfeiting,FORGERY / COUNTERFEITING,A1,92,,4/20/2018 10:58,2018,4,Friday,10,Part Two,CITY HALL PLZ,42.35972137,-71.0585236,"(42.35972137, -71.05852360)"
I182031487,2629,Harassment,HARASSMENT,B2,289,,4/26/2018 12:00,2018,4,Thursday,12,Part Two,MALCOLM X BLVD,42.33123776,-71.09140736,"(42.33123776, -71.09140736)"
I182031486,1107,Fraud,FRAUD - IMPERSONATION,, ,,4/27/2018 10:50,2018,4,Friday,10,Part Two,FRONTENAC,-1,-1,"(-1.00000000, -1.00000000)"
I182031485,3410,Towed,TOWED MOTOR VEHICLE,D4,157,,4/27/2018 9:14,2018,4,Friday,9,Part Three,W NEWTON ST,42.34063708,-71.07572281,"(42.34063708, -71.07572281)"
I182031484,3160,Fire Related Reports,"FIRE REPORT - CAR, BRUSH, ETC.",B3,432,,4/27/2018 9:23,2018,4,Friday,9,Part Three,LYFORD ST,42.28757188,-71.08333257,"(42.28757188, -71.08333257)"
I182031483,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,417,,4/27/2018 9:45,2018,4,Friday,9,Part Two,FULLER ST,42.28154388,-71.07350542,"(42.28154388, -71.07350542)"
I182031482,3125,Warrant Arrests,WARRANT ARREST,, ,,4/27/2018 10:14,2018,4,Friday,10,Part Three,,42.35238871,-71.06260312,"(42.35238871, -71.06260312)"
I182031481,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,613,,4/27/2018 9:54,2018,4,Friday,9,Part Three,LONGWOOD AVE,42.34021611,-71.10956117,"(42.34021611, -71.10956117)"
I182031480,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,B3,482,,4/27/2018 10:04,2018,4,Friday,10,Part Two,RIVER ST,42.26726416,-71.09461109,"(42.26726416, -71.09461109)"
I182031479,2629,Harassment,HARASSMENT,B3,463,,4/27/2018 9:54,2018,4,Friday,9,Part Two,BLUE HILL AVE,42.2973366,-71.08729604,"(42.29733660, -71.08729604)"
I182031478,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,B3,428,,4/27/2018 10:18,2018,4,Friday,10,Part Two,LANDOR RD,42.28319809,-71.09098657,"(42.28319809, -71.09098657)"
I182031477,2906,Violations,VAL - OPERATING UNREG/UNINS  CAR,B3,427,,4/27/2018 9:46,2018,4,Friday,9,Part Two,BLUE HILL AVE,42.2777688,-71.09334841,"(42.27776880, -71.09334841)"
I182031476,3410,Towed,TOWED MOTOR VEHICLE,D14,768,,4/27/2018 10:28,2018,4,Friday,10,Part Three,FANEUIL ST,42.3557137,-71.15532953,"(42.35571370, -71.15532953)"
I182031475,3410,Towed,TOWED MOTOR VEHICLE,A15,60,,4/27/2018 8:37,2018,4,Friday,8,Part Three,HARVARD ST,42.37246597,-71.0631802,"(42.37246597, -71.06318020)"
I182031472,3201,Property Lost,PROPERTY - LOST,C6,186,,4/26/2018 17:00,2018,4,Thursday,17,Part Three,MASSACHUSETTS AVE,42.32553801,-71.06579592,"(42.32553801, -71.06579592)"
I182031471,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D14,781,,4/27/2018 10:08,2018,4,Friday,10,Part Three,N BEACON ST,42.35543196,-71.14625001,"(42.35543196, -71.14625001)"
I182031470,1845,Drug Violation,DRUGS - POSS CLASS D,D14,797,,4/27/2018 10:05,2018,4,Friday,10,Part Two,COMMONWEALTH AVE,42.35170571,-71.11989956,"(42.35170571, -71.11989956)"
I182031469,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,, ,,4/27/2018 10:00,2018,4,Friday,10,Part Three,MORELAND,-1,-1,"(-1.00000000, -1.00000000)"
I182031468,619,Larceny,LARCENY ALL OTHERS,C6,188,,4/27/2018 9:59,2018,4,Friday,9,Part One,MAYHEW ST,42.32150239,-71.059672,"(42.32150239, -71.05967200)"
I182031467,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,E13,638,,4/17/2018 9:00,2018,4,Tuesday,9,Part Two,PAUL GORE ST,42.31824156,-71.10536456,"(42.31824156, -71.10536456)"
I182031466,3410,Towed,TOWED MOTOR VEHICLE,D4,159,,4/27/2018 8:04,2018,4,Friday,8,Part Three,UNION PARK,42.34293121,-71.07135137,"(42.34293121, -71.07135137)"
I182031463,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C11,249,,4/27/2018 7:56,2018,4,Friday,7,Part Two,SYDNEY ST,42.31327922,-71.05292093,"(42.31327922, -71.05292093)"
I182031462,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,495,,4/27/2018 8:07,2018,4,Friday,8,Part Three,WESTMINSTER ST,42.26410274,-71.12214736,"(42.26410274, -71.12214736)"
I182031461,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,444,,4/27/2018 9:02,2018,4,Friday,9,Part Three,BLUE HILL AVE,42.2971526,-71.08713668,"(42.29715260, -71.08713668)"
I182031460,3410,Towed,TOWED MOTOR VEHICLE,C6,226,,4/27/2018 9:28,2018,4,Friday,9,Part Three,E BROADWAY,42.33559963,-71.03741526,"(42.33559963, -71.03741526)"
I182031459,3115,Investigate Person,INVESTIGATE PERSON,E18,502,,4/27/2018 8:26,2018,4,Friday,8,Part Three,CHARME AVE,42.28645216,-71.11550113,"(42.28645216, -71.11550113)"
I182031458,619,Larceny,LARCENY ALL OTHERS,A1,105,,4/26/2018 23:00,2018,4,Thursday,23,Part One,FRANKLIN ST,42.35603279,-71.05919355,"(42.35603279, -71.05919355)"
I182031457,3410,Towed,TOWED MOTOR VEHICLE,D4,154,,4/27/2018 8:59,2018,4,Friday,8,Part Three,RUTLAND SQ,42.34188296,-71.07817738,"(42.34188296, -71.07817738)"
I182031456,3410,Towed,TOWED MOTOR VEHICLE,D4,163,,4/27/2018 7:08,2018,4,Friday,7,Part Three,BRADFORD ST,42.34253147,-71.06903064,"(42.34253147, -71.06903064)"
I182031454,617,Larceny,LARCENY THEFT FROM BUILDING,C11,357,,4/27/2018 6:30,2018,4,Friday,6,Part One,GENEVA AVE,42.30080999,-71.06705066,"(42.30080999, -71.06705066)"
I182031453,3807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,C11,373,,4/27/2018 8:27,2018,4,Friday,8,Part Three,POPES HILL ST,42.29293284,-71.05032319,"(42.29293284, -71.05032319)"
I182031452,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,627,,4/26/2018 18:30,2018,4,Thursday,18,Part One,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I182031451,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,771,,4/27/2018 8:40,2018,4,Friday,8,Part Three,PARSONS ST,42.34910664,-71.15577604,"(42.34910664, -71.15577604)"
I182031450,724,Auto Theft,AUTO THEFT,B3,467,,4/27/2018 8:46,2018,4,Friday,8,Part One,GILMER ST,42.28281074,-71.09722321,"(42.28281074, -71.09722321)"
I182031449,3410,Towed,TOWED MOTOR VEHICLE,D4,168,,4/27/2018 7:15,2018,4,Friday,7,Part Three,SAINT GEORGE ST,42.33845028,-71.07210292,"(42.33845028, -71.07210292)"
I182031447,3301,Verbal Disputes,VERBAL DISPUTE,B2,311,,4/27/2018 8:16,2018,4,Friday,8,Part Three,WARREN ST,42.32026821,-71.08150494,"(42.32026821, -71.08150494)"
I182031446,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,451,,4/27/2018 8:08,2018,4,Friday,8,Part Two,WASHINGTON ST,42.29417346,-71.07193797,"(42.29417346, -71.07193797)"
I182031444,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C6,175,,4/25/2018 14:00,2018,4,Wednesday,14,Part One,SOUTHAMPTON ST,42.33210843,-71.07014395,"(42.33210843, -71.07014395)"
I182031443,3207,Property Found,PROPERTY - FOUND,C11,186,,4/25/2018 7:00,2018,4,Wednesday,7,Part Three,COLUMBIA RD,42.320483,-71.061514,"(42.32048300, -71.06151400)"
I182031442,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,455,,4/27/2018 6:57,2018,4,Friday,6,Part One,WASHINGTON ST,42.30144714,-71.07681348,"(42.30144714, -71.07681348)"
I182031442,1402,Vandalism,VANDALISM,C11,455,,4/27/2018 6:57,2018,4,Friday,6,Part Two,WASHINGTON ST,42.30144714,-71.07681348,"(42.30144714, -71.07681348)"
I182031441,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,482,,4/27/2018 6:00,2018,4,Friday,6,Part Two,BURMAH ST,42.26421188,-71.09783579,"(42.26421188, -71.09783579)"
I182031440,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,E18,539,,4/27/2018 6:43,2018,4,Friday,6,Part Three,THOMPSON ST,42.25125535,-71.13476971,"(42.25125535, -71.13476971)"
I182031436,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,317,,4/26/2018 17:00,2018,4,Thursday,17,Part One,RUTHVEN ST,42.31202047,-71.08851632,"(42.31202047, -71.08851632)"
I182031436,1402,Vandalism,VANDALISM,B2,317,,4/26/2018 17:00,2018,4,Thursday,17,Part Two,RUTHVEN ST,42.31202047,-71.08851632,"(42.31202047, -71.08851632)"
I182031433,3208,Property Lost,PROPERTY - MISSING,D4,623,,4/27/2018 3:16,2018,4,Friday,3,Part Three,COMMONWEALTH AVE,42.34877575,-71.09606805,"(42.34877575, -71.09606805)"
I182031432,3301,Verbal Disputes,VERBAL DISPUTE,B3,428,,4/26/2018 23:45,2018,4,Thursday,23,Part Three,ASTORIA ST,42.28020477,-71.0869124,"(42.28020477, -71.08691240)"
I182031431,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,D4,171,,4/27/2018 2:12,2018,4,Friday,2,Part Three,HARRISON AVE,42.33555954,-71.07436364,"(42.33555954, -71.07436364)"
I182031429,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,320,,4/27/2018 2:24,2018,4,Friday,2,Part Three,GEORGIA ST,42.31068153,-71.08619442,"(42.31068153, -71.08619442)"
I182031429,3301,Verbal Disputes,VERBAL DISPUTE,B2,320,,4/27/2018 2:24,2018,4,Friday,2,Part Three,GEORGIA ST,42.31068153,-71.08619442,"(42.31068153, -71.08619442)"
I182031428,2629,Harassment,HARASSMENT,B2,282,,4/26/2018 0:00,2018,4,Thursday,24,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I182031427,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,78,,4/27/2018 2:19,2018,4,Friday,2,Part Two,UNION ST,42.36148163,-71.05719146,"(42.36148163, -71.05719146)"
I182031426,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,E5,738,,4/5/2018 16:00,2018,4,Thursday,16,Part Two,LYALL ST,42.29154234,-71.16437931,"(42.29154234, -71.16437931)"
I182031425,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,207,,4/27/2018 1:49,2018,4,Friday,1,Part Three,PIER 4 BLVD,-1,-1,"(-1.00000000, -1.00000000)"
I182031424,3115,Investigate Person,INVESTIGATE PERSON,B2,602,,4/27/2018 0:11,2018,4,Friday,24,Part Three,HUNTINGTON AVE,42.33450285,-71.1036802,"(42.33450285, -71.10368020)"
I182031423,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,796,,4/27/2018 1:00,2018,4,Friday,1,Part One,HARVARD AVE,42.35085371,-71.13125747,"(42.35085371, -71.13125747)"
I182031423,3111,License Violation,LICENSE PREMISE VIOLATION,D14,796,,4/27/2018 1:00,2018,4,Friday,1,Part Three,HARVARD AVE,42.35085371,-71.13125747,"(42.35085371, -71.13125747)"
I182031423,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,796,,4/27/2018 1:00,2018,4,Friday,1,Part Two,HARVARD AVE,42.35085371,-71.13125747,"(42.35085371, -71.13125747)"
I182031423,3201,Property Lost,PROPERTY - LOST,D14,796,,4/27/2018 1:00,2018,4,Friday,1,Part Three,HARVARD AVE,42.35085371,-71.13125747,"(42.35085371, -71.13125747)"
I182031422,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,170,,4/27/2018 1:47,2018,4,Friday,1,Part Two,E SPRINGFIELD ST,42.3360292,-71.07517847,"(42.33602920, -71.07517847)"
I182031422,2610,Other,TRESPASSING,D4,170,,4/27/2018 1:47,2018,4,Friday,1,Part Two,E SPRINGFIELD ST,42.3360292,-71.07517847,"(42.33602920, -71.07517847)"
I182031422,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,D4,170,,4/27/2018 1:47,2018,4,Friday,1,Part Three,E SPRINGFIELD ST,42.3360292,-71.07517847,"(42.33602920, -71.07517847)"
I182031421,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,61,,4/27/2018 1:30,2018,4,Friday,1,Part Three,BEVERLY ST,42.36658726,-71.06019881,"(42.36658726, -71.06019881)"
I182031420,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,627,,4/27/2018 0:56,2018,4,Friday,24,Part Two,BOYLSTON ST,42.34412628,-71.09942777,"(42.34412628, -71.09942777)"
I182031420,2610,Other,TRESPASSING,D4,627,,4/27/2018 0:56,2018,4,Friday,24,Part Two,BOYLSTON ST,42.34412628,-71.09942777,"(42.34412628, -71.09942777)"
I182031420,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,D4,627,,4/27/2018 0:56,2018,4,Friday,24,Part Three,BOYLSTON ST,42.34412628,-71.09942777,"(42.34412628, -71.09942777)"
I182031419,2405,Disorderly Conduct,DISORDERLY CONDUCT,, ,,4/27/2018 1:31,2018,4,Friday,1,Part Two,,-1,-1,"(-1.00000000, -1.00000000)"
I182031418,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,466,,4/26/2018 23:50,2018,4,Thursday,23,Part Three,DEERING RD,42.28414025,-71.09305138,"(42.28414025, -71.09305138)"
I182031417,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,611,,4/27/2018 0:37,2018,4,Friday,24,Part Two,FENWOOD RD,42.33611274,-71.10927826,"(42.33611274, -71.10927826)"
I182031416,301,Robbery,ROBBERY - STREET,C11,362,,4/27/2018 0:50,2018,4,Friday,24,Part One,KENWOOD ST,42.29167441,-71.07172281,"(42.29167441, -71.07172281)"
I182031414,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,170,,4/27/2018 0:31,2018,4,Friday,24,Part One,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.33562126, -71.07582361)"
I182031413,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D4,128,,4/27/2018 0:20,2018,4,Friday,24,Part Three,BERKELEY ST,42.34952413,-71.07220428,"(42.34952413, -71.07220428)"
I182031412,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,C11,389,,4/27/2018 0:40,2018,4,Friday,24,Part Two,GALLIVAN BLVD,42.28240903,-71.05738428,"(42.28240903, -71.05738428)"
I182031411,3821,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,B2,588,,4/27/2018 0:40,2018,4,Friday,24,Part Three,TERRACE ST,42.33163881,-71.09610805,"(42.33163881, -71.09610805)"
I182031411,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,B2,588,,4/27/2018 0:40,2018,4,Friday,24,Part Three,TERRACE ST,42.33163881,-71.09610805,"(42.33163881, -71.09610805)"
I182031410,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D14,785,,4/27/2018 0:00,2018,4,Friday,24,Part Three,WASHINGTON ST,42.3457672,-71.14589873,"(42.34576720, -71.14589873)"
I182031409,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,174,,4/27/2018 0:18,2018,4,Friday,24,Part One,D ST,42.33363934,-71.05701828,"(42.33363934, -71.05701828)"
I182031409,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",C6,174,,4/27/2018 0:18,2018,4,Friday,24,Part Two,D ST,42.33363934,-71.05701828,"(42.33363934, -71.05701828)"
I182031409,3115,Investigate Person,INVESTIGATE PERSON,C6,174,,4/27/2018 0:18,2018,4,Friday,24,Part Three,D ST,42.33363934,-71.05701828,"(42.33363934, -71.05701828)"
I182031408,1402,Vandalism,VANDALISM,A1,93,,4/27/2018 0:07,2018,4,Friday,24,Part Two,NORTH ST,42.36045096,-71.05644018,"(42.36045096, -71.05644018)"
I182031408,2405,Disorderly Conduct,DISORDERLY CONDUCT,A1,93,,4/27/2018 0:07,2018,4,Friday,24,Part Two,NORTH ST,42.36045096,-71.05644018,"(42.36045096, -71.05644018)"
I182031406,3301,Verbal Disputes,VERBAL DISPUTE,C11,240,,4/26/2018 23:26,2018,4,Thursday,23,Part Three,WILLIS ST,42.31825005,-71.06122687,"(42.31825005, -71.06122687)"
