INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I152061507,3115,Investigate Person,INVESTIGATE PERSON,E18,487,,7/25/2015 13:37,2015,7,Saturday,13,Part Three,OAKCREST RD,42.26452149,-71.10429211,"(42.26452149, -71.10429211)"
I152061504,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,540,,7/25/2015 12:55,2015,7,Saturday,12,Part Two,CHARLES ST,42.25060071,-71.1325418,"(42.25060071, -71.13254180)"
I152061503,3115,Investigate Person,INVESTIGATE PERSON,D14,803,,7/25/2015 12:13,2015,7,Saturday,12,Part Three,CAMBRIDGE ST,42.35468361,-71.1347462,"(42.35468361, -71.13474620)"
I152061502,3301,Verbal Disputes,VERBAL DISPUTE,B3,442,,7/25/2015 13:01,2015,7,Saturday,13,Part Three,TALBOT AVE,42.29389648,-71.08451577,"(42.29389648, -71.08451577)"
I152061500,801,Simple Assault,ASSAULT - SIMPLE,B3,464,,7/25/2015 12:32,2015,7,Saturday,12,Part Two,BLUE HILL AVE,42.29171816,-71.08911807,"(42.29171816, -71.08911807)"
I152061499,613,Larceny,LARCENY SHOPLIFTING,B2,287,,7/25/2015 12:08,2015,7,Saturday,12,Part One,WASHINGTON ST,42.33044113,-71.08373481,"(42.33044113, -71.08373481)"
I152061498,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,468,,7/25/2015 2:00,2015,7,Saturday,2,Part Three,WELLINGTON HILL ST,42.2819874,-71.09623655,"(42.28198740, -71.09623655)"
I152061497,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,7,,7/25/2015 12:15,2015,7,Saturday,12,Part Three,ANTRIM ST,42.38804419,-71.00561124,"(42.38804419, -71.00561124)"
I152061496,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,130,,7/21/2015 9:30,2015,7,Tuesday,9,Part One,CLARENDON ST,42.34771287,-71.07374933,"(42.34771287, -71.07374933)"
I152061495,3410,Towed,TOWED MOTOR VEHICLE,D4,622,,7/25/2015 11:02,2015,7,Saturday,11,Part Three,BAY STATE RD,42.35002485,-71.09646321,"(42.35002485, -71.09646321)"
I152061494,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A15,51,,7/12/2015 19:00,2015,7,Sunday,19,Part Two,RUTHERFORD AVE,42.38200717,-71.07217141,"(42.38200717, -71.07217141)"
I152061493,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,598,,7/24/2015 22:00,2015,7,Friday,22,Part One,SCOTIA ST,42.34686229,-71.08576886,"(42.34686229, -71.08576886)"
I152061492,619,Larceny,LARCENY ALL OTHERS,A1,111,,7/20/2015 12:35,2015,7,Monday,12,Part One,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I152061491,3115,Investigate Person,INVESTIGATE PERSON,D4,167,,7/25/2015 12:00,2015,7,Saturday,12,Part Three,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)"
I152061490,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C6,200,,7/25/2015 12:04,2015,7,Saturday,12,Part Three,DORCHESTER AVE,42.34295,-71.057185,"(42.34295000, -71.05718500)"
I152061488,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,223,,7/25/2015 10:59,2015,7,Saturday,10,Part Three,E SECOND ST,42.33736057,-71.03129516,"(42.33736057, -71.03129516)"
I152061487,423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,333,,7/25/2015 11:32,2015,7,Saturday,11,Part One,QUINCY ST,42.31117871,-71.0698159,"(42.31117871, -71.06981590)"
I152061486,3301,Verbal Disputes,VERBAL DISPUTE,B2,330,,7/25/2015 11:49,2015,7,Saturday,11,Part Three,COLUMBIA RD,42.30486055,-71.08154307,"(42.30486055, -71.08154307)"
I152061484,3201,Property Lost,PROPERTY - LOST,C11,350,,7/25/2015 10:45,2015,7,Saturday,10,Part Three,DORCHESTER AVE,42.30175049,-71.059734,"(42.30175049, -71.05973400)"
I152061483,3410,Towed,TOWED MOTOR VEHICLE,D14,788,,7/25/2015 10:36,2015,7,Saturday,10,Part Three,STRATHMORE RD,42.3391855,-71.15122348,"(42.33918550, -71.15122348)"
I152061481,3201,Property Lost,PROPERTY - LOST,A1,112,,7/24/2015 19:45,2015,7,Friday,19,Part Three,WASHINGTON ST,42.35512339,-71.0608798,"(42.35512339, -71.06087980)"
I152061480,2647,Other,THREATS TO DO BODILY HARM,B2,296,,7/25/2015 11:15,2015,7,Saturday,11,Part Two,WARREN ST,42.32221645,-71.08206723,"(42.32221645, -71.08206723)"
I152061479,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,781,,7/25/2015 1:00,2015,7,Saturday,1,Part Three,N BEACON ST,42.35528211,-71.14566136,"(42.35528211, -71.14566136)"
I152061478,3201,Property Lost,PROPERTY - LOST,D14,771,,7/25/2015 11:49,2015,7,Saturday,11,Part Three,ACADEMY HILL RD,42.34902968,-71.15262232,"(42.34902968, -71.15262232)"
I152061477,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,188,,7/25/2015 11:42,2015,7,Saturday,11,Part Three,MOUNT VERNON ST,42.32231617,-71.05873107,"(42.32231617, -71.05873107)"
I152061475,3410,Towed,TOWED MOTOR VEHICLE,D4,147,,7/25/2015 10:38,2015,7,Saturday,10,Part Three,WELLINGTON ST,42.34153413,-71.08174368,"(42.34153413, -71.08174368)"
I152061474,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,C11,461,,7/25/2015 11:10,2015,7,Saturday,11,Part Three,VASSAR ST,42.30085414,-71.0759605,"(42.30085414, -71.07596050)"
I152061473,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D4,133,,7/19/2015 17:00,2015,7,Sunday,17,Part Two,COMMONWEALTH AVE,42.35317358,-71.07266833,"(42.35317358, -71.07266833)"
I152061471,3114,Investigate Property,INVESTIGATE PROPERTY,C11,402,,7/25/2015 10:42,2015,7,Saturday,10,Part Three,BAILEY ST,42.2834045,-71.07010617,"(42.28340450, -71.07010617)"
I152061470,2629,Harassment,HARASSMENT,B2,296,,7/25/2015 10:34,2015,7,Saturday,10,Part Two,WARREN ST,42.32221645,-71.08206723,"(42.32221645, -71.08206723)"
I152061469,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,A1,100,,7/25/2015 10:38,2015,7,Saturday,10,Part Three,MILK ST,42.35734023,-71.05491314,"(42.35734023, -71.05491314)"
I152061468,1402,Vandalism,VANDALISM,E5,673,,7/25/2015 10:31,2015,7,Saturday,10,Part Two,SHEFFIELD RD,42.29043019,-71.13434874,"(42.29043019, -71.13434874)"
I152061465,2632,Evading Fare,EVADING FARE,A1,103,,7/25/2015 9:48,2015,7,Saturday,9,Part Two,SCHOOL ST,42.35788876,-71.06010047,"(42.35788876, -71.06010047)"
I152061462,616,Larceny,LARCENY THEFT OF BICYCLE,E18,519,,7/24/2015 10:00,2015,7,Friday,10,Part One,RIVER ST,42.25719149,-71.12001776,"(42.25719149, -71.12001776)"
I152061461,3115,Investigate Person,INVESTIGATE PERSON,D14,796,,7/25/2015 10:35,2015,7,Saturday,10,Part Three,BRIGHTON AVE,42.35294667,-71.13207947,"(42.35294667, -71.13207947)"
I152061459,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,C11,350,,7/25/2015 9:38,2015,7,Saturday,9,Part Three,ADAMS ST,42.30150136,-71.05980509,"(42.30150136, -71.05980509)"
I152061457,724,Auto Theft,AUTO THEFT,E13,395,,7/23/2015 0:01,2015,7,Thursday,0,Part One,,,,"(0.00000000, 0.00000000)"
I152061455,3114,Investigate Property,INVESTIGATE PROPERTY,D4,170,,7/25/2015 9:27,2015,7,Saturday,9,Part Three,E SPRINGFIELD ST,42.3360292,-71.07517847,"(42.33602920, -71.07517847)"
I152061454,619,Larceny,LARCENY ALL OTHERS,E13,645,,7/25/2015 9:15,2015,7,Saturday,9,Part One,CENTRE ST,42.31127465,-71.11448366,"(42.31127465, -71.11448366)"
I152061453,3410,Towed,TOWED MOTOR VEHICLE,A1,85,,7/25/2015 8:05,2015,7,Saturday,8,Part Three,PRINCE ST,42.3656127,-71.05617248,"(42.36561270, -71.05617248)"
I152061452,617,Larceny,LARCENY THEFT FROM BUILDING,E5,822,,7/22/2015 11:26,2015,7,Wednesday,11,Part One,WASHINGTON ST,42.26582389,-71.15205431,"(42.26582389, -71.15205431)"
I152061451,724,Auto Theft,AUTO THEFT,C6,220,,7/24/2015 23:00,2015,7,Friday,23,Part One,LINDEN ST,42.3340481,-71.04495532,"(42.33404810, -71.04495532)"
I152061449,3410,Towed,TOWED MOTOR VEHICLE,D14,793,,7/25/2015 7:55,2015,7,Saturday,7,Part Three,BRAINERD RD,42.34748342,-71.13363158,"(42.34748342, -71.13363158)"
I152061448,3205,License Plate Related Incidents,M/V PLATES - LOST,E18,556,,7/9/2015 0:01,2015,7,Thursday,0,Part Three,CANTERBURY ST,42.2780461,-71.12257569,"(42.27804610, -71.12257569)"
I152061447,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,489,,7/24/2015 23:30,2015,7,Friday,23,Part Three,WOOD AVE,42.2656321,-71.11051694,"(42.26563210, -71.11051694)"
I152061445,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,579,,7/25/2015 8:16,2015,7,Saturday,8,Part One,ARMSTRONG ST,42.32130479,-71.10331527,"(42.32130479, -71.10331527)"
I152061444,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,E18,496,,7/24/2015 21:15,2015,7,Friday,21,Part One,HYDE PARK AVE,42.26701085,-71.12096171,"(42.26701085, -71.12096171)"
I152061443,3502,Missing Person Located,MISSING PERSON - LOCATED,A1,125,,7/24/2015 22:15,2015,7,Friday,22,Part Three,STUART ST,42.35064439,-71.06811584,"(42.35064439, -71.06811584)"
I152061442,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,C11,364,,7/23/2015 8:00,2015,7,Thursday,8,Part Two,ALTHEA ST,42.29395958,-71.05900597,"(42.29395958, -71.05900597)"
I152061441,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,622,,7/24/2015 20:00,2015,7,Friday,20,Part One,BEACON ST,42.34994966,-71.09287056,"(42.34994966, -71.09287056)"
I152061440,3114,Investigate Property,INVESTIGATE PROPERTY,A15,38,,7/25/2015 9:01,2015,7,Saturday,9,Part Three,THIRTEENTH ST,42.37856444,-71.05233687,"(42.37856444, -71.05233687)"
I152061439,3410,Towed,TOWED MOTOR VEHICLE,D14,755,,7/25/2015 7:29,2015,7,Saturday,7,Part Three,ATKINS ST,42.35214383,-71.17058928,"(42.35214383, -71.17058928)"
I152061438,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,D4,139,,7/24/2015 21:15,2015,7,Friday,21,Part Three,BEACON ST,42.35084188,-71.08948944,"(42.35084188, -71.08948944)"
I152061437,1402,Vandalism,VANDALISM,B2,605,,7/24/2015 11:00,2015,7,Friday,11,Part Two,ELDORA ST,42.33128553,-71.10772497,"(42.33128553, -71.10772497)"
I152061436,3410,Towed,TOWED MOTOR VEHICLE,D4,151,,7/25/2015 7:05,2015,7,Saturday,7,Part Three,CHANDLER ST,42.34666861,-71.07212579,"(42.34666861, -71.07212579)"
I152061434,619,Larceny,LARCENY ALL OTHERS,E13,643,,7/25/2015 7:50,2015,7,Saturday,7,Part One,CENTRE ST,42.31127465,-71.11448366,"(42.31127465, -71.11448366)"
I152061433,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,212,,7/25/2015 6:37,2015,7,Saturday,6,Part One,E FIRST ST,42.3379909,-71.04440316,"(42.33799090, -71.04440316)"
I152061432,724,Auto Theft,AUTO THEFT,E18,517,,7/14/2015 8:16,2015,7,Tuesday,8,Part One,FARADAY ST,42.24288459,-71.12255206,"(42.24288459, -71.12255206)"
I152061431,3114,Investigate Property,INVESTIGATE PROPERTY,D4,170,,7/25/2015 7:31,2015,7,Saturday,7,Part Three,E SPRINGFIELD ST,42.3360292,-71.07517847,"(42.33602920, -71.07517847)"
I152061429,361,Robbery,ROBBERY - OTHER,A1,111,,7/25/2015 7:16,2015,7,Saturday,7,Part One,WASHINGTON ST,42.35272948,-71.06256291,"(42.35272948, -71.06256291)"
I152061429,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,111,,7/25/2015 7:16,2015,7,Saturday,7,Part Two,WASHINGTON ST,42.35272948,-71.06256291,"(42.35272948, -71.06256291)"
I152061429,2647,Other,THREATS TO DO BODILY HARM,A1,111,,7/25/2015 7:16,2015,7,Saturday,7,Part Two,WASHINGTON ST,42.35272948,-71.06256291,"(42.35272948, -71.06256291)"
I152061427,617,Larceny,LARCENY THEFT FROM BUILDING,C6,174,,7/25/2015 6:22,2015,7,Saturday,6,Part One,SOUTHAMPTON ST,42.32962107,-71.05763827,"(42.32962107, -71.05763827)"
I152061425,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,113,,7/25/2015 6:13,2015,7,Saturday,6,Part Two,ESSEX ST,42.35251759,-71.05939279,"(42.35251759, -71.05939279)"
I152061424,3301,Verbal Disputes,VERBAL DISPUTE,D4,146,,7/25/2015 5:57,2015,7,Saturday,5,Part Three,SAINT BOTOLPH ST,42.34561901,-71.07990847,"(42.34561901, -71.07990847)"
I152061422,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,165,,7/25/2015 6:04,2015,7,Saturday,6,Part Three,HARRISON AVE,42.34302527,-71.06493967,"(42.34302527, -71.06493967)"
I152061421,301,Robbery,ROBBERY - STREET,B2,328,,7/25/2015 4:27,2015,7,Saturday,4,Part One,CEYLON ST,42.30963475,-71.07321346,"(42.30963475, -71.07321346)"
I152061420,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C11,462,,7/25/2015 5:34,2015,7,Saturday,5,Other,GENEVA AVE,42.30461251,-71.07296566,"(42.30461251, -71.07296566)"
I152061419,1602,Prostitution,PROSTITUTION - SOLICITING,C11,350,,7/25/2015 5:23,2015,7,Saturday,5,Part Two,DUNCAN PL,42.3027805,-71.05847349,"(42.30278050, -71.05847349)"
I152061418,3410,Towed,TOWED MOTOR VEHICLE,D4,624,,7/25/2015 5:38,2015,7,Saturday,5,Part Three,YAWKEY WAY,42.3465382,-71.09880598,"(42.34653820, -71.09880598)"
I152061415,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,B3,428,,7/25/2015 5:11,2015,7,Saturday,5,Part Three,WOOLSON ST,42.28152196,-71.09008408,"(42.28152196, -71.09008408)"
I152061414,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,E18,496,,7/25/2015 4:14,2015,7,Saturday,4,Part One,HYDE PARK AVE,42.26701085,-71.12096171,"(42.26701085, -71.12096171)"
I152061413,2405,Disorderly Conduct,DISORDERLY CONDUCT,A1,161,,7/25/2015 4:45,2015,7,Saturday,4,Part Two,MARGINAL RD,42.34767084,-71.06570791,"(42.34767084, -71.06570791)"
I152061413,2660,Other,OTHER OFFENSE,A1,161,,7/25/2015 4:45,2015,7,Saturday,4,Part Two,MARGINAL RD,42.34767084,-71.06570791,"(42.34767084, -71.06570791)"
I152061413,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,161,,7/25/2015 4:45,2015,7,Saturday,4,Part Two,MARGINAL RD,42.34767084,-71.06570791,"(42.34767084, -71.06570791)"
I152061412,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,137,,7/25/2015 4:50,2015,7,Saturday,4,Part Two,FAIRFIELD ST,42.34988071,-71.08227496,"(42.34988071, -71.08227496)"
I152061411,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),E5,822,,7/25/2015 3:49,2015,7,Saturday,3,Other,WASHINGTON ST,42.2636235,-71.15452494,"(42.26362350, -71.15452494)"
I152061409,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,451,,7/24/2015 19:00,2015,7,Friday,19,Part Three,PARK ST,42.29535374,-71.07313162,"(42.29535374, -71.07313162)"
I152061408,3115,Investigate Person,INVESTIGATE PERSON,D4,138,,7/25/2015 4:22,2015,7,Saturday,4,Part Three,NEWBURY ST,42.3494205,-71.083158,"(42.34942050, -71.08315800)"
I152061407,301,Robbery,ROBBERY - STREET,A1,117,,7/25/2015 4:00,2015,7,Saturday,4,Part One,STUART ST,42.35103105,-71.06373331,"(42.35103105, -71.06373331)"
I152061404,1402,Vandalism,VANDALISM,D14,794,,7/25/2015 1:53,2015,7,Saturday,1,Part Two,BRIGHTON AVE,42.35301119,-71.13261451,"(42.35301119, -71.13261451)"
I152061403,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,75,,7/25/2015 1:39,2015,7,Saturday,1,Part Two,PORTLAND ST,42.3642384,-71.06165515,"(42.36423840, -71.06165515)"
I152061401,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,177,,7/25/2015 2:49,2015,7,Saturday,2,Part Two,SOUTHAMPTON ST,42.33210843,-71.07014395,"(42.33210843, -71.07014395)"
I152061400,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,92,,7/25/2015 2:20,2015,7,Saturday,2,Part Three,COURT ST,42.35884809,-71.05792834,"(42.35884809, -71.05792834)"
I152061399,1402,Vandalism,VANDALISM,B2,258,,7/25/2015 1:47,2015,7,Saturday,1,Part Two,MONADNOCK ST,42.31633855,-71.06879992,"(42.31633855, -71.06879992)"
I152061398,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,320,,7/25/2015 2:12,2015,7,Saturday,2,Part Three,CHENEY ST,42.30919422,-71.08488946,"(42.30919422, -71.08488946)"
I152061395,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,76,,7/25/2015 2:48,2015,7,Saturday,2,Part Two,ANTHONY RIP VALENTI WAY,42.36398584,-71.06047223,"(42.36398584, -71.06047223)"
I152061394,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,121,,7/25/2015 1:37,2015,7,Saturday,1,Part Three,CHARLES ST S,42.35031462,-71.06670795,"(42.35031462, -71.06670795)"
I152061393,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,B2,258,,7/25/2015 0:40,2015,7,Saturday,0,Part Three,DUDLEY ST,42.31735472,-71.0658297,"(42.31735472, -71.06582970)"
I152061391,301,Robbery,ROBBERY - STREET,A1,117,,7/25/2015 2:24,2015,7,Saturday,2,Part One,LAGRANGE ST,42.35148518,-71.06282202,"(42.35148518, -71.06282202)"
I152061389,3114,Investigate Property,INVESTIGATE PROPERTY,C11,336,,7/25/2015 2:20,2015,7,Saturday,2,Part Three,DEVER ST,42.30470458,-71.06969889,"(42.30470458, -71.06969889)"
I152061388,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,125,,7/25/2015 2:11,2015,7,Saturday,2,Part Two,STUART ST,42.35023755,-71.06957986,"(42.35023755, -71.06957986)"
I152061388,301,Robbery,ROBBERY - STREET,A1,125,,7/25/2015 2:11,2015,7,Saturday,2,Part One,STUART ST,42.35023755,-71.06957986,"(42.35023755, -71.06957986)"
I152061387,1001,Counterfeiting,FORGERY / COUNTERFEITING,D14,796,,7/25/2015 1:31,2015,7,Saturday,1,Part Two,BRIGHTON AVE,42.35283155,-71.13114273,"(42.35283155, -71.13114273)"
I152061386,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",B3,439,,7/25/2015 1:57,2015,7,Saturday,1,Part Three,BLUE HILL AVE,42.28987906,-71.08948844,"(42.28987906, -71.08948844)"
I152061385,2405,Disorderly Conduct,DISORDERLY CONDUCT,B2,238,,7/25/2015 1:38,2015,7,Saturday,1,Part Two,DUDLEY TER,42.31814836,-71.06708346,"(42.31814836, -71.06708346)"
I152061385,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,238,,7/25/2015 1:38,2015,7,Saturday,1,Part Two,DUDLEY TER,42.31814836,-71.06708346,"(42.31814836, -71.06708346)"
I152061384,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,A1,98,,7/24/2015 23:00,2015,7,Friday,23,Part One,DEVONSHIRE ST,42.3579919,-71.05730964,"(42.35799190, -71.05730964)"
I152061383,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,B3,465,,7/25/2015 1:33,2015,7,Saturday,1,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I152061381,2610,Other,TRESPASSING,A1,96,,7/24/2015 23:38,2015,7,Friday,23,Part Two,LONG WHRF,42.36001473,-71.04930411,"(42.36001473, -71.04930411)"
I152061381,3116,Harbor Related Incidents,HARBOR INCIDENT / VIOLATION,A1,96,,7/24/2015 23:38,2015,7,Friday,23,Part Three,LONG WHRF,42.36001473,-71.04930411,"(42.36001473, -71.04930411)"
I152061380,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,290,,7/25/2015 1:12,2015,7,Saturday,1,Part Two,TREMONT ST,42.33234913,-71.09324099,"(42.33234913, -71.09324099)"
I152061379,301,Robbery,ROBBERY - STREET,C6,230,,7/25/2015 1:02,2015,7,Saturday,1,Part One,E SIXTH ST,42.33314383,-71.03429266,"(42.33314383, -71.03429266)"
I152061378,2610,Other,TRESPASSING,C11,257,,7/25/2015 0:50,2015,7,Saturday,0,Part Two,ROWELL ST,42.31333949,-71.0642497,"(42.31333949, -71.06424970)"
I152061376,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,C11,823,,7/25/2015 0:37,2015,7,Saturday,0,Part Three,PLEASANT ST,42.31277689,-71.05889388,"(42.31277689, -71.05889388)"
I152061374,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,155,,7/25/2015 1:00,2015,7,Saturday,1,Part One,WORCESTER ST,42.34102033,-71.07972113,"(42.34102033, -71.07972113)"
I152061374,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,155,,7/25/2015 1:00,2015,7,Saturday,1,Part Two,WORCESTER ST,42.34102033,-71.07972113,"(42.34102033, -71.07972113)"
I152061373,1402,Vandalism,VANDALISM,A1,120,,7/25/2015 0:55,2015,7,Saturday,0,Part Two,ARLINGTON ST,42.35109143,-71.07029307,"(42.35109143, -71.07029307)"
I152061372,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E18,556,,7/25/2015 0:14,2015,7,Saturday,0,Part Three,CANTERBURY ST,42.2780461,-71.12257569,"(42.27804610, -71.12257569)"
I152061371,301,Robbery,ROBBERY - STREET,A1,125,,7/25/2015 0:28,2015,7,Saturday,0,Part One,MELROSE ST,42.34896524,-71.06848461,"(42.34896524, -71.06848461)"
I152061370,2647,Other,THREATS TO DO BODILY HARM,E18,487,,7/25/2015 0:57,2015,7,Saturday,0,Part Two,OAKCREST RD,42.26452149,-71.10429211,"(42.26452149, -71.10429211)"
I152061369,2405,Disorderly Conduct,DISORDERLY CONDUCT,B3,436,,7/25/2015 0:39,2015,7,Saturday,0,Part Two,TORREY ST,42.28719467,-71.07380134,"(42.28719467, -71.07380134)"
I152061369,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,436,,7/25/2015 0:39,2015,7,Saturday,0,Part Two,TORREY ST,42.28719467,-71.07380134,"(42.28719467, -71.07380134)"
I152061367,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D4,270,,7/25/2015 0:02,2015,7,Saturday,0,Part Three,HARRISON AVE,42.332102,-71.079283,"(42.33210200, -71.07928300)"
I152061366,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,318,Y,7/24/2015 23:54,2015,7,Friday,23,Part One,BROOKLEDGE ST,42.30956305,-71.08990197,"(42.30956305, -71.08990197)"
I152061364,724,Auto Theft,AUTO THEFT,C11,347,,7/24/2015 23:57,2015,7,Friday,23,Part One,LEEDSVILLE ST,42.30492795,-71.05979933,"(42.30492795, -71.05979933)"
I152061361,3115,Investigate Person,INVESTIGATE PERSON,B3,440,,7/24/2015 23:20,2015,7,Friday,23,Part Three,BLUE HILL AVE,42.29278843,-71.08851888,"(42.29278843, -71.08851888)"
I152061359,3125,Warrant Arrests,WARRANT ARREST,B2,304,,7/24/2015 22:57,2015,7,Friday,22,Part Three,DIMOCK ST,42.31930336,-71.09590874,"(42.31930336, -71.09590874)"
I152061358,3208,Property Lost,PROPERTY - MISSING,E13,579,,7/3/2015 16:21,2015,7,Friday,16,Part Three,BUCKLEY AVE,42.3223484,-71.10390962,"(42.32234840, -71.10390962)"
I152061357,2003,Offenses Against Child / Family,CHILD ENDANGERMENT (NO ASSAULT),B2,281,,7/24/2015 22:16,2015,7,Friday,22,Part Two,DUDLEY ST,42.32849143,-71.08121253,"(42.32849143, -71.08121253)"
I152061356,617,Larceny,LARCENY THEFT FROM BUILDING,A1,117,,7/24/2015 8:40,2015,7,Friday,8,Part One,STUART ST,42.35103105,-71.06373331,"(42.35103105, -71.06373331)"
I152061355,2610,Other,TRESPASSING,D4,162,,7/24/2015 22:34,2015,7,Friday,22,Part Two,HARRISON AVE,42.345691,-71.063365,"(42.34569100, -71.06336500)"
I152061354,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,915,,7/24/2015 22:36,2015,7,Friday,22,Part Three,E NINTH ST,42.33214285,-71.05121359,"(42.33214285, -71.05121359)"
I152061353,3811,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY,D14,816,,7/24/2015 22:44,2015,7,Friday,22,Part Three,CAMBRIDGE ST,42.357373,-71.1280986,"(42.35737300, -71.12809860)"
I152061352,616,Larceny,LARCENY THEFT OF BICYCLE,D4,624,,7/24/2015 22:31,2015,7,Friday,22,Part One,IPSWICH ST,42.3460787,-71.0956684,"(42.34607870, -71.09566840)"
I152061351,613,Larceny,LARCENY SHOPLIFTING,A1,76,,7/24/2015 22:04,2015,7,Friday,22,Part One,CANAL ST,42.36489527,-71.06050249,"(42.36489527, -71.06050249)"
I152061350,361,Robbery,ROBBERY - OTHER,B2,566,,7/24/2015 21:25,2015,7,Friday,21,Part One,ELM HILL AVE,42.30762267,-71.08903351,"(42.30762267, -71.08903351)"
I152061349,619,Larceny,LARCENY ALL OTHERS,A1,73,,7/24/2015 21:30,2015,7,Friday,21,Part One,BEACON ST,42.35812101,-71.06085258,"(42.35812101, -71.06085258)"
I152061348,3115,Investigate Person,INVESTIGATE PERSON,B3,437,,7/24/2015 22:23,2015,7,Friday,22,Part Three,WHITFIELD ST,42.2900467,-71.07330004,"(42.29004670, -71.07330004)"
I152061347,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,398,,7/24/2015 21:31,2015,7,Friday,21,Part Two,TALBOT AVE,42.29019621,-71.07159012,"(42.29019621, -71.07159012)"
I152061346,301,Robbery,ROBBERY - STREET,B2,325,,7/24/2015 21:39,2015,7,Friday,21,Part One,BALFOUR ST,42.31417502,-71.07639975,"(42.31417502, -71.07639975)"
